d2zfia1;28.6;64.4;60.2;33.3;36.7;30;25;0;31.8;22.2;14.3;25;48.4;36.4;36.8;60.3;25;12.5;27.3;30.8;52.9;44.4;47.8;47.6;36.4;40
d1w36c1;36;14.3;47.1;100;59.7;12.5;15.4;33.3;11.1;14.3;14.3;100;0;35.7;33.3;40;100;47.8;33.3;58.6;28.6;27.3;47.1;28.6;12.5;48.4
d2eyqa4;52;42.9;44;100;36.4;18.2;100;47.9;50;41.2;100;0;44;40;33.3;35.7;100;27.3;100;100;100;22.2;46.2;50;100;47.1
d1z3ix1;14.3;30;20;30.8;23.1;100;42.1;42.3;56;0;100;35.7;100;27.3;42.1;53.8;100;28.6;31.6;25;50;100;50;20;43.8;60.7
d1x88a1;16.7;20;36.4;46.7;0;0;100;37.5;100;33.3;25;25;51.1;38.5;40;41.7;100;0;14.3;16.7;0;46.2;14.3;50;22.2;40
d1fmja_;60.6;60.4;31.2;33.3;100;30.8;47.6;33.3;33.3;100;41.7;0;37.5;37.5;20;43.8;100;14.3;57.7;30;30;56.2;35.7;42.9;22.2;0
d1f9va_;27.3;27.3;23.1;42.1;45.8;60.4;46.9;55.6;31.6;33.3;100;44;0;100;100;45.4;100;22.2;20;12.5;42.9;55.8;100;52.8;28.6;51.4
d1n0ua2;57.7;58.3;37.9;43.8;46.7;54.6;47.6;27.3;41.2;40.7;50;44.4;35.3;100;100;0;38.5;100;100;33.3;30.8;50;0;100;0;36.4
g2kin.1;100;0;20;64.7;14.3;35.7;27.3;48;42.3;60.9;25;56;49.4;47.4;44.4;100;33.3;0;38.5;54.3;56.8;42.9;47.4;11.1;33.3;100
d2g0ta1;0;25;53.6;57.1;100;48;0;43.8;16.7;50;18.2;16.7;34.6;55.2;0;33.3;53.1;31.6;18.2;100;28.6;100;100;12.5;22.2;30
d1uaaa2;52.9;50;100;100;100;52.8;100;20;28.6;48.6;100;40;100;0;43.8;14.3;47.6;45;33.3;44;63.6;52.9;46.2;55;57.1;57.1
d1pjra2;59.1;46.2;57.9;40.9;43.5;22.2;100;25;42.1;18.2;100;25;100;39.8;28.6;25;100;41.9;26.7;51.7;10;28.6;46.2;100;33.3;100
d1p6xa_;100;45;100;45.2;16.7;56.2;33.3;16.7;100;44.4;35.7;33.3;100;43.8;0;25;22.2;64.7;29.4;25;25;100;55.9;53.3;53.3;33.3
d1g8pa_;45;25;54.6;55.7;36.8;33.3;40;25;100;31.6;100;25;50;0;48.2;0;36.8;10;0;100;40;35;35.3;42.9;41.2;53.3
d1osna_;33.3;0;100;56.4;45.4;33.3;33.3;56.7;0;50;100;100;46.2;28.6;40.4;16.7;11.1;100;20;16.7;50;38.5;16.7;54.6;100;0
d1ry6a_;28.6;12.5;36.8;100;100;33.3;40;14.3;52;33.3;10;36.8;48.5;30;28.6;0;100;25;35.7;35;59;28.6;45;28.6;41.7;100
g1xew.1;100;12.5;50.9;47.8;30;100;100;33.3;22.2;51.1;12.5;35.7;45.4;14.3;25;0;100;54.8;56.3;30;53.1;25;11.1;11.1;53.3;100
d1e2ka_;14.3;45.8;33.3;100;47.8;42.1;16.7;16.7;27.3;47.4;47.1;41.2;37.5;12.5;43.4;25;36.4;37.5;22.2;33.3;38.5;44.4;100;45.8;22.2;50
d2p67a1;20;20;22.2;25;50;25;50;25;47.1;26.7;100;100;100;47.6;22.2;100;0;36.8;54.8;48.4;47.4;28.6;47.8;48;55.3;60.9
d1g6oa_;18.2;35.7;31.2;0;31.2;0;40;36.4;14.3;50;41.7;50;33.3;50;57.8;100;50;22.2;22.2;16.7;61.9;33.3;100;44.4;0;14.3
d2qm8a1;41.7;25;100;51.7;50;35.3;30;0;47.8;26.7;100;37.5;44;35;18.8;43.8;36.3;36.8;51.2;22.2;22.2;50;100;14.3;100;100
d1bg2a_;43.8;0;100;47.5;14.3;59;31.2;31.2;60.3;47.1;25;12.5;45.8;38.5;14.3;50;40.9;0;33.3;35.7;14.3;37.5;55.6;33.3;40;29.4
d1w44a_;16.7;16.7;12.5;16.7;30.8;0;30.8;40;54.3;26.3;46.8;20;28.6;14.3;47.6;0;18.2;46.7;16.7;22.2;28.6;63.6;100;56;16.7;11.1
d1q44a_;12.5;50;44;33.3;25;14.3;55.6;11.1;11.1;0;21.4;0;100;100;100;100;23.1;55.9;33.3;0;58.1;55;42.9;0;100;100
d1wxqa1;20;38.5;51.8;33.3;50;14.3;26.7;60.9;60.7;56.2;55.8;27.3;22.2;45;64.7;54.8;36.8;0;22.2;30.8;27.3;44.4;12.5;18.2;57.7;42.9
d1pjra1;16.7;50;0;16.7;100;0;33.3;100;100;43.9;28.6;29.4;54.6;59.4;61.7;30;100;16.7;100;14.3;36.4;47.4;22.2;35.3;16.7;100
d1qvra3;100;27.3;50;52.2;50;22.2;47.8;100;42.1;0;38.9;30;100;44.4;44.4;20;0;64.1;33.3;16.7;30.8;14.3;44.4;14.3;28.6;54.6
d1r6bx3;33.3;36.4;40;41.7;35.3;18.2;11.1;100;22.2;18.2;47.8;100;0;14.3;33.3;20;100;47.1;22.2;28.6;46.2;66.9;16.7;36.4;37.5;42.3
d1ofha_;14.3;100;30;25;28.6;0;100;54.2;14.3;16.7;59.2;0;56.4;52.8;56.2;100;37.5;14.3;100;45.2;56.1;47.7;100;47.8;100;53.1
d1sq5a_;46.4;47.1;42.3;40;27.3;37.5;0;0;42.9;50;33.3;16.7;58.5;30;39.1;40;27.3;14.3;35.3;100;16.7;33.3;52.4;50;44.4;56.8
d2b2na1;52;42.9;58.6;100;33.3;100;100;47.9;50;41.2;100;0;44;40;33.3;35.7;100;27.3;45;100;100;22.2;46.2;50;100;47.1
d1e69a_;0;27.3;25;100;50;0;45;28.6;42.9;18.2;35.7;30;42.9;47.1;57.6;40.4;14.3;30;44.4;100;33.3;35.7;20;42.1;36.4;41.7
d1jwyb_;50;33.3;14.3;28.6;56.4;23.1;0;11.1;25;30;100;53.4;18.2;30;100;28.6;100;14.3;45.4;48.6;52.1;50;27.3;43.3;40;100
d1uaaa1;40;12.5;36.4;50;43.5;100;40;100;100;100;50;100;38.9;100;50;0;100;50;54.6;41.2;100;28.6;60.5;56.7;41.7;27.8
d2bmfa2;27.3;0;50;41.2;25;12.5;38.5;41.2;38.5;10;37.5;100;50;20;57.5;61.1;16.7;45.4;100;14.3;50;16.7;0;100;50;48.8
d1nsta_;0;100;0;0;46.9;100;14.3;16.7;33.3;100;31.2;100;40;16.7;56.2;22.2;64.3;45.8;45.4;60;0;100;50;22.2;52;100
d1a1va2;28.6;31.2;47.8;33.3;25;28.6;45.4;0;38.9;22.2;100;28.6;100;33.3;33.3;38.5;100;55;55.6;51.8;0;100;43.5;28.6;43.8;55.2
d8ohma2;28.6;31.2;55.6;25;51.7;28.6;45.4;0;38.9;22.2;100;28.6;100;33.3;27.3;100;100;100;55.6;48.2;0;100;25;28.6;100;53.3
d2akab1;40;0;16.7;100;100;0;0;0;20;28.6;33.3;42.1;25;58;54.2;23.1;100;22.2;57.4;36;21.4;27.3;36.8;36.4;100;35.7
d1yksa2;45.4;27.3;100;30;100;100;56.2;46.7;14.3;0;45;33.3;47.1;38.5;47.6;100;0;100;48;38.9;66.2;38.9;36.4;35.3;100;50
d1z3ix2;11.1;0;0;30.8;22.2;35.7;0;31.8;41;36.4;35.7;0;37.5;100;44.4;20;100;16.7;100;54.6;100;50;33.3;35.7;58.8;58.3
d1ni3a1;30.8;100;25;26.7;48.3;25;30;100;47.1;14.3;41.2;100;16.7;40;0;50;41.2;56.4;40;55.8;56.2;57.1;62.5;37.5;40;46.9
d1ihua1;0;57.6;30.8;33.3;43.3;22.2;25;18.2;100;55;45.8;26.7;14.3;25;33.3;38.5;31.8;47.1;37.5;100;48.4;47.4;48.6;100;47.1;32
d1q20a_;100;25;42.1;54.8;52.1;52.8;16.7;41.2;56.8;50;57.5;100;56.8;16.7;100;100;41.7;59.6;16.7;53.8;43.5;0;14.3;58.1;0;50
g1f2t.1;39.1;48.6;0;11.1;0;21.4;37.5;38.5;34.2;47.6;16.7;57.4;33.3;25;64.3;56.9;12.5;40;56.8;46.3;100;100;28.6;0;50;9.1
d1oz4a3;42.9;56.9;12.5;100;35.7;25;25;39.1;20;54.7;16.7;22.2;55.8;52.9;100;25;28.6;44.4;40;55.4;51.2;0;12.5;50;14.3;16.7
d1xv1a_;0;61.5;46.2;40;0;0;100;48.3;38.5;43.8;14.3;47.4;16.7;100;100;100;36.8;26.7;22.2;48.4;100;46.7;42.9;59.5;40;47.4
d1g3ma_;47.1;34.8;58.9;57.6;100;18.2;27.3;46.2;20;43.8;100;50;11.1;35.3;100;100;42.1;22.2;28.6;100;27.3;100;36.4;40;100;36.4
d2afhe1;45;100;30;100;31;100;48;30.8;57.1;40;50;100;20;33.3;29.4;56.3;54.8;22.2;0;100;14.3;40;56.1;100;41.7;42.9
d1xpua3;57.1;42.9;100;0;100;100;100;54.2;62.5;0;27.3;100;28.6;0;23.1;29.4;53.6;38.1;33.3;33.3;44.8;50;100;41.9;0;25
d1nkta3;27.3;47.1;100;40.9;11.1;0;46.7;52.4;18.2;38.9;0;26.7;30;0;100;12.5;30;55;41.4;41.2;34.6;60;63.1;25;27.3;56
d1aqua_;45;51.6;40;50;100;12.5;100;45.4;20;0;54.8;20;41.2;0;30.8;55.3;27.3;10;38.9;11.1;27.3;7.7;25;57.7;0;50
d1a7ja_;12.5;12.5;12.5;0;37.5;62.3;9.1;23.1;25;27.8;41.7;37.5;12.5;100;30;30;33.3;56;33.3;59.5;57.1;33.3;51.7;100;33.3;40
d1ls6a_;45.2;11.1;33.3;38.5;27.3;18.2;46.2;42.9;0;44;100;33.3;100;0;53.8;100;100;40.9;54;22.2;0;42.1;30;53.1;50;14.3
d1w5sa2;47.6;37.5;100;16.7;20;36.8;45;0;38.9;100;27.3;31.2;58.6;41.7;50;22.2;25;20;38.9;14.3;38.5;33.3;25;41;40;43.8
d1odfa_;100;18.2;14.3;44.4;35.3;50;45.2;16.7;33.3;45.4;41.7;59.7;31.2;20;33.3;0;33.3;12.5;45.8;58.5;52.2;50;51.4;12.5;55.8;33.3
d1wp9a2;14.3;0;52.9;36.4;31.2;14.3;62.5;100;14.3;14.3;33.3;100;100;33.3;100;22.2;25;51.8;20;28.6;100;16.7;12.5;100;100;55.8
d3bfxa1;22.2;59.6;50;31.2;42.9;14.3;58.2;46.2;100;54.6;37.5;15.4;41.7;100;46.7;100;0;16.7;48.7;26.7;100;25;14.3;55.6;42.9;48
d2jdia3;100;51.4;100;100;100;27.3;0;22.2;37.5;50;41.7;55.4;33.3;100;100;33.3;43.3;50;38.1;30;41.7;33.3;43.8;36.7;100;25
d2a3ra1;45.2;11.1;52.6;38.5;26.3;18.2;100;42.9;54.6;100;46.2;33.3;48.3;16.7;44.4;100;100;44;54;22.2;0;42.1;33.3;47.6;47.4;52.6
d1j99a_;42.9;37.5;14.3;100;37.5;33.3;42.9;47.1;33.3;100;20;66;33.3;0;50;16.7;47.4;50;28.6;100;100;100;14.3;100;44.4;15.4
d1xmia_;28.6;23.5;30.8;47.8;51.7;0;57.5;47.1;51.4;41.5;53.8;0;50;20;12.5;42.1;52.2;54.4;30.8;51.7;42.4;28.6;100;57.2;38.9;42.9
d2fnaa2;38.5;37.5;16.7;36.8;48.5;43.5;100;41.7;0;50;38.5;41.7;0;12.5;41.9;35;51.6;20;14.3;11.1;0;37.5;100;28.6;100;46.2
d1rifa_;30.8;56.5;14.3;52.9;36.4;52.6;38.5;20;41.2;11.1;54.7;55.7;34.8;16.7;47.1;38.5;43.5;59.1;61.2;53.8;54.3;100;14.3;22.2;100;50
d1r0wa_;16.7;52.9;10;30;40;100;0;0;40.5;29.6;60;27.3;16.7;22.2;41.2;35.7;32;54.7;0;20;100;60.7;100;38.9;38.9;50
d1fx0b3;62.8;54.6;100;100;12.5;27.3;47.6;0;100;100;50;100;100;40;27.3;52.2;38.9;36.4;44;14.3;38.9;33.3;28.6;100;60.4;100
d1ihua2;30;100;29.4;30;47.8;41.7;22.2;100;100;14.3;54.3;40.9;25;14.3;30.8;0;52.9;40;41.7;46.7;56;36.8;48.3;42.9;25;31.6
d1jala1;12.5;36.4;54.6;20;46.2;20;50;43.8;42.1;0;44.4;41.2;33.3;0;16.7;22.2;55.9;55;50;28.6;44.8;0;50;35.3;0;14.3
d1cr2a_;31.2;23.1;52.9;0;60;100;52.9;23.1;100;25;42.9;100;41.7;58.1;27.3;100;35;0;0;100;59.2;100;30;50;44;48.2
d1f5na2;29.4;12.5;14.3;18.2;22.2;53.1;37.5;61;0;100;41.7;41.7;14.3;22.2;23.1;35.3;47.6;25;46.7;100;100;40;100;38.1;42.9;40
d2a5yb3;47.6;23.1;34.6;23.1;37.5;60.8;43.8;45.4;12.5;33.3;33.3;50;0;30;100;51.2;0;20;22.2;100;31.2;52.7;100;41.7;100;33.3
d1fnna2;40;33.3;100;38.5;16.7;54.9;25;40;25;100;42.9;25;100;30;100;12.5;43.8;20;37.5;34.8;33.3;48.4;100;31.2;100;30
d1skyb3;100;55.4;44.8;100;14.3;27.3;0;22.2;37.5;20;33.3;50;12.5;57.9;58.5;0;18.2;48.5;22.2;30;41.2;35.7;25;36.7;57.1;47.4
d1fx0a3;100;0;100;100;100;27.3;0;18.2;0;0;100;51.1;100;14.3;100;62.5;58;57.1;14.3;30;40;33.3;25;25;25;100
d2bv3a2;41.2;55;12.5;57.4;44.4;57.1;54.2;59.4;100;0;51.6;44.4;44.4;28.6;46.7;30.8;36.4;33.3;53.3;14.3;12.5;53.8;28.6;48.6;47.2;36.4
d2jdid3;53.2;22.2;100;47.5;11.1;47.8;0;0;33.3;36.4;52.2;50;44;100;100;60.4;52.9;43.8;41.7;50;44.4;33.3;28.6;100;55.8;100
d1skye3;54;56.4;100;25;33.3;42.3;0;0;47.6;25;100;25;44;42.1;14.3;55.6;100;43.8;40;51.5;50.8;45;30;30;51.9;100
d1nlfa_;37.5;100;100;100;14.3;33.3;33.3;33.3;23.1;14.3;52.2;52.9;53.3;61.4;40;26.7;100;22.2;50;100;46.9;46.7;57.1;46.2;100;45.4
d1tf5a3;38.5;47.1;12.5;40;42.9;36.4;40.9;56;12.5;46.9;0;37.5;14.3;41.2;43.8;14.3;38.1;100;22.2;36.4;35.3;0;55.8;14.3;58.8;57.9
d2vo1a1;47.6;50.9;21.4;40.7;10;30;25;12.5;25;40;0;0;51.7;23.1;22.2;100;55.3;12.5;25;46.2;41.7;30;100;100;100;14.3
d1gvnb_;45.4;14.3;50;37.8;27.3;45.2;11.1;33.3;20;14.3;100;100;12.5;44;25;30;48.4;30.8;100;0;43.8;55.4;100;40;50;100
d1puja_;16.7;37.5;0;38.1;10;14.3;60;0;22.2;30.8;12.5;0;40;25;33.3;41.7;14.3;21.4;0;16.7;47.4;41.2;10;28.6;100;11.1
d1vcoa2;16.7;16.7;28.6;100;28.6;43.5;28.6;50;52.4;51.6;100;0;57.1;100;47.4;28.6;0;100;35.7;16.7;59.1;46.2;46.2;100;27.3;100
d1t8ta_;100;47.4;100;27.3;22.2;100;100;50;100;40;20;30;14.3;50;100;52.3;33.3;44.4;100;20;100;37.5;33.3;37.5;59.4;46.7
d1cp2a_;57.4;12.5;55.6;63;0;30.8;41.2;35.3;25;20;48.6;52.6;20;100;39.1;26.7;60.2;20;17.7;37.9;30;54.2;14.3;40;50;54.2
d1mo6a1;33.3;100;50;40;12.5;56.4;33.3;43.5;41.2;12.5;16.7;100;42.9;62.2;56;25;42.9;42.9;16.7;100;1.5;51.2;48.7;33.3;59.2;53.3
d1r6bx2;21.4;44.4;37.5;36;33.3;25;33.3;56.5;27.8;100;100;40;12.5;45;25;48.9;30.8;33.3;0;46.7;100;60.2;30;23.1;100;30.8
d1xp8a1;25;52;100;14.3;14.3;40.9;100;33.3;26.7;0;54.2;33.3;53.8;28.6;35.3;25;33.3;44;53.6;54.6;16.5;42.9;47.6;54.3;53.1;50
d2dy1a2;52.2;16.7;18.2;50;31.2;28.6;43.8;0;43.3;11.1;42.9;16.7;65.9;25;100;27.3;12.5;22.2;100;33.3;37.5;100;25;51.2;55;40
d1u0ja_;22.2;16.7;10;0;0;50;16.7;0;35.7;38.5;25;42.9;100;40;100;40;52.1;16.7;100;56.8;25;37.9;100;35.7;28.6;18.2
d1ubea1;48;100;50;40;25;56.4;63.5;43.5;41.2;30;16.7;100;42.9;63.6;25;53.1;47.4;27.3;14.3;43.8;0;51.2;23.1;33.3;57.9;54.8
d1s1ma2;42.1;22.2;100;50;11.1;12.5;28.6;41.7;16.7;30;47.8;55.1;33.3;38.9;100;14.3;27.8;39.1;35.7;58.8;40;100;61.5;40;30.8;0
d1r7ra3;47.8;56.9;100;100;35.7;25;25;37.5;20;54.7;16.7;22.2;55.8;52.9;100;25;28.6;44.4;40;55.4;51.2;0;12.5;50;14.3;16.7
d1texa_;25;33.3;20;27.3;53.2;33.3;16.7;100;28.6;35.3;45;100;100;28.6;100;100;33.3;25;0;38.5;54.3;20;100;44;14.3;100
d1gm5a3;0;12.5;38.5;55.6;44.8;14.3;47.6;52.2;33.3;42.1;44.4;14.3;100;46.2;52.6;37.5;100;14.3;100;41.2;40;20;36.4;33.3;50;55.6
d1u94a1;35.3;42.9;45;0;22.2;57.6;42.1;33.3;38.5;12.5;46.2;0;33.3;100;52.2;38.1;55.4;50;47.4;100;17.5;56.7;100;35.3;52.3;57.9
d1vkja_;30.8;27.3;38.9;51.5;12.5;100;100;14.3;38.5;41.4;40;46.2;100;46.2;55.9;11.1;47.8;12.5;56.1;100;23.1;12.5;0;22.2;58.6;100
d1b0ua_;0;28.6;22.2;44;100;36.8;25;40.9;43.2;40;26.7;100;14.3;42.9;100;22.2;45.4;37.5;53.8;100;42.9;100;23.1;54.8;25;50
d1e32a2;40;33.3;43.8;40;28.6;37.9;42.9;0;25;26.3;52.9;100;38.1;100;37.5;28.6;0;30.8;42.9;47.4;52.4;34.6;100;38.9;41.2;10
d2i1qa2;35.7;14.3;38.9;22.2;52.6;20;12.5;100;100;14.3;41.7;45;43.5;100;12.5;100;16.7;100;0;100;60.7;40;37.5;100;39.3;37.5
d1v5wa_;0;44;60;100;25;22.2;30;25;14.3;0;30;28.6;56.7;100;52.9;44;25;100;100;40;55.9;28.6;12.5;100;30.6;36.4
d1h65a_;33.3;20;33.3;50;0;100;0;27.3;34.8;33.3;44.4;16.7;22.2;100;60.3;46.2;41.7;26.7;17.7;100;53.7;54.8;55;50;25;14.3
d1lv7a_;27.3;27.3;100;51.5;28.6;0;55.6;46.2;11.1;22.2;41.7;50;47.8;38.5;33.3;35.3;40;14.3;100;54;34.8;34.2;0;33.3;50;10
d2hyda1;33.3;50;44;33.3;14.3;10;30;25;30;8.3;26.1;35.7;40;0;62.3;44;46.7;27.3;22.2;41.7;100;51.2;100;52.4;100;100
d1g6ha_;14.3;100;50;100;46.2;33.3;47.1;100;30.6;47.6;100;50;52.8;55;53.3;11.1;48;18.2;100;40;33.3;50;22.2;0;43.8;53.8
d1pzna2;35.3;35.7;11.1;18.2;30.8;10;14.3;46.2;51.4;20;100;0;11.1;100;44.4;41.2;45.2;37.5;43.8;33.3;54.2;55.6;44.7;63.8;29.6;100
d2ce7a2;43.5;52.8;100;57.1;14.3;34.1;42.9;14.3;23.5;42.9;35.3;56.5;0;100;27.3;47.8;46.7;40;100;37.5;33.3;34.3;0;33.3;16.7;10
d1sxja2;50;41.7;20;51.4;33.3;31.6;37.5;40;46.7;47.4;33.3;33.3;22.2;100;35.3;45.4;22.2;14.3;14.3;16.7;8.3;58.7;28.6;46.2;40;22.2
d3b60a1;37.5;12.5;28.6;21.4;30.8;22.2;42.1;40;33.3;33.3;48.3;30;0;22.2;56.1;43.3;25;42.1;100;41.7;21.4;23.5;35.7;52.4;46;60
d1sxje2;38.5;25;45.4;46.7;100;25;40;30;35.7;42.9;50;27.3;36.4;37.5;36;25;41.2;100;45;100;35.7;52.8;35.3;16.7;50;64.6
d1szpa2;100;56.6;54.2;53.3;47.8;50;16.7;100;100;27.3;50;100;28.6;57.1;53.3;53.3;55.3;57.7;41.7;50;57.9;14.3;58.6;43.8;0;100
d1jj7a_;47.1;41.7;55.6;100;0;25;0;53.3;7.1;33.3;25;55;45.2;100;55;14.3;40;36.4;100;37;33.3;50;0;56;12.5;46.7
d1gl9b1;55.8;46.7;51.4;43.8;42.3;20;100;25;16.7;51.6;33.3;47.1;51.4;57.1;33.3;100;60.9;42.9;42.9;100;54.8;16.7;100;53.8;100;0
d1gkub2;22.2;100;0;100;22.2;0;41;45;33.3;29.4;38.5;0;56.8;43.8;25;22.2;40;30;50;0;100;100;35.7;25;50;48.8
d1ny5a2;27.8;18.8;34.8;20;100;28.6;50;38.5;28.6;25;51.9;100;44.8;100;100;18.2;22.2;50;0;35.7;28.6;100;56.9;0;100;100
d1ixza_;46.2;53.3;31.2;45.2;20;15.4;42.9;42.9;23.5;42.9;53.7;43.5;14.3;37.5;21.4;28.6;0;54;12.5;46.7;38.1;32.6;25;40;11.1;10
d1d2na_;20;60.3;35.3;41.2;100;12.5;45.4;0;40;38.1;58.5;25;100;33.3;50;14.3;40;20;28.6;37.8;14.3;53.9;54.8;30.8;42.9;25
d1w36d2;47.8;100;16.7;48.9;35.7;40;33.3;100;20;45;18.2;100;100;50;100;50;100;57.7;45;37.5;42.9;38.5;100;40.9;100;100
d1r5ba3;42.9;9.1;44.4;52.9;25;43.8;47.1;100;44.4;100;31.8;50;21.4;100;0;18.2;100;41.7;46.2;0;100;35.7;63;25;56.5;33.3
