d1z3ea1;50;100;48.6;50;54.9;100;35.7;100;100;100;100;44.8;47.6;54.6;100;100;47.6;100;100;100;60;33.3;100;60.4;63.6;100;100;100;34.6;0;14.3;18.2;100;100;100;100;41.7;100
d1rw1a_;62.3;0;37.5;46.7;100;100;100;100;100;100;100;100;100;38.5;100;100;68.2;100;100;47.1;100;100;61.9;100;100;42.9;100;46.7;56.2;20;50;100;100;100;100;30;100;100
d1xfla_;100;52.9;46.7;100;25;100;100;27.3;100;100;100;100;36.4;100;50;46.9;62.2;100;100;100;58.3;30;100;63.4;50;47.5;100;46.2;100;18.2;39.1;100;50;47.9;30;23.8;45.4;36.7
d1z9ha2;45.4;44.4;100;100;25;59.6;100;100;33.3;100;100;43.8;100;100;37.5;100;100;100;37.5;16.7;50;25;50;100;100;100;100;100;0;36.4;51.4;100;26.7;100;28.6;100;33.3;100
d1r26a_;100;35.7;100;52.1;30;100;100;55.6;100;44.4;16.7;100;44.4;53.3;0;100;100;100;56.7;12.5;100;57.7;46.4;57.4;52.4;52.5;100;100;43.5;49.4;48;100;100;57.6;30.8;44.2;100;46.9
d1ti3a_;12.5;30;100;53.9;36.4;27.3;100;27.3;40;32;38.9;47.6;33.3;100;100;100;100;100;100;100;33.3;57;28.6;49.4;47.4;48.8;43.5;100;36.4;0;39.6;61.3;100;38.5;58.1;29.6;42.9;36
d1f9ma_;50;33.3;0;56.9;100;50;100;46.2;14.3;100;100;38.9;100;100;53;40;0;100;100;100;61;40.4;46.2;46;53.2;46;56.5;50;100;37.2;48;100;100;51.6;100;30;28.6;50.6
d1ep7a_;100;100;100;30;100;100;100;100;55;100;23.1;50;100;100;50;100;37.5;100;100;100;33.3;52.4;50;38.1;46;48.5;100;100;51.4;39.6;0;100;46.2;45.1;57.7;36.6;100;35.5
d1xwaa_;47.1;100;42.9;56.2;41.4;100;100;33.3;100;100;46.2;100;51.2;100;100;52.2;27.3;100;100;100;33.3;52.8;48.8;55.3;47.1;42.9;0;100;100;29.1;39;33.3;100;42.9;55.4;33.3;100;31.1
d1xg8a_;33.3;33.3;52.4;100;38.5;16.7;100;100;100;100;100;100;16.7;20;52.4;100;16.7;100;33.3;100;43.8;43.8;100;56.2;100;100;46.2;33.3;100;61.3;100;0;100;100;27.3;50;100;100
d1bjxa_;100;100;100;100;50;100;100;62.5;44.4;14.3;20;60;54;100;100;100;100;53.8;100;100;48;29.4;100;22.2;51.6;48.3;35.3;100;100;0;33.3;100;100;100;100;100;100;14.3
d1f37b_;12.5;100;100;100;65.5;60;50;43.8;100;63.6;100;100;25;62.5;28.6;57.7;100;100;100;100;100;22.2;25;56.1;100;100;51.8;22.2;26.7;100;46.2;100;0;100;100;50;100;100
d1wika_;100;41.7;33.3;100;100;28.6;100;100;50;100;100;50;100;50;54.3;100;100;46.2;100;43.8;100;16.7;20;100;100;100;50;100;100;100;100;100;100;100;57.5;100;50.6;50
d1thxa_;51.4;33.3;35.3;100;45.4;0;100;100;40;27.3;52.4;37.5;100;100;57.1;37.5;100;25;27.3;28.6;41.7;47.6;54.2;55.7;42.2;50;11.1;100;30;43.2;45.3;100;40;55.1;54.6;44.2;100;42.6
d2trxa_;100;33.3;100;25;100;100;100;100;100;100;100;28.6;100;26.7;100;57.1;100;54.2;100;66.7;42.1;48.3;48.6;47.4;11.5;41.3;100;100;100;43;37.2;100;100;52;58.1;44.3;100;29.7
d1dbya_;52.6;53.1;33.3;51.4;50;45;100;66.7;44.4;50;50;100;55.4;100;100;100;100;20;100;22.2;44.4;42.9;46;33.3;38.3;38.9;40;44.8;0;35.2;35.5;100;55.2;54.9;58.7;38;33.3;16.8
d1m7ta_;100;48.2;100;56.8;63.6;50;100;100;100;100;42.9;30.8;28.6;42.1;100;48;100;54.2;100;63.2;100;48.3;100;100;32.3;41.9;36.4;100;100;30.3;37.6;60.3;50;48.2;100;18.9;100;35.3
d1gh2a_;58.3;100;100;25;100;100;40;53.8;100;54.2;100;100;100;100;41.7;64.7;46.4;57.1;100;44.4;46.2;52.1;59.2;60;49;56.5;100;33.3;100;38.5;45.1;100;100;0;12.5;44.1;100;51.8
d1j08a2;50;100;35.7;100;100;100;100;100;100;100;100;45;30;100;43.8;14.3;44.4;33.3;100;100;20;37.5;100;41.7;54.2;55.6;41.7;100;20;55;59;100;100;12.5;3.7;56.2;37;53.5
d1a8la2;46.7;58.1;41.7;100;100;100;20;100;100;100;100;41.2;30;100;40;14.3;37.5;33.3;100;100;20;37.5;100;65.1;54.2;55.6;100;100;28.6;58.1;57.7;27.3;100;12.5;0;56.2;40;52.8
d1t4za_;57.9;100;100;100;100;100;33.3;0;10;100;100;100;100;100;100;14.3;100;100;61.5;20;100;40;100;100;58.8;48.3;100;100;100;46.2;100;100;100;100;100;100;0;100
d2ifqa1;100;64.1;50;100;63.6;50;100;42.9;100;100;42.9;100;100;46.7;14.3;50;37.5;100;100;63.2;63.4;50.8;100;60;52;46.2;100;100;100;29.6;36.6;50;50;44.1;56.2;0;33.3;36.6
d1nw2a_;100;100;100;56.5;57.7;56.5;100;0;14.3;48;100;100;35.7;100;59.1;100;100;20;100;14.3;40.9;42.9;55.4;50;39.8;47.6;27.3;33.3;23.1;39.5;42.1;100;9.1;42.9;55.4;39.2;100;32.7
d1jhba_;100;46.7;28.6;100;100;100;49.1;100;44.4;40;100;40;100;100;38.7;100;64.3;56.5;100;56.8;100;28.6;100;53.1;100;60.9;100;100;33.3;42.9;100;100;100;100;40;33.3;0;100
d1ktea_;100;47.1;28.6;100;100;100;54.4;100;100;100;100;40;100;66.7;33.3;100;56.5;47.8;100;54.6;46.2;35.7;100;55.1;100;0;100;100;40;42.9;100;50;100;100;18.8;66.2;7.6;100
d1fb6a_;52.6;100;46.2;21.4;43.8;25;50;52.6;33.3;30;100;35;100;100;22.2;100;60.9;100;55.6;100;36.8;48.5;33.3;53.6;38.3;41.1;100;22.2;100;36;35.5;100;100;51.8;52.8;36.6;100;0
d1syra_;100;14.3;14.3;50;43.8;100;100;100;100;0;22.2;37.5;43.8;100;55;100;56.7;33.3;100;100;36.8;20;100;45.4;48.6;43.5;100;100;100;38.8;32.7;100;58.1;45.6;100;39.6;100;36.9
d1k0dd2;100;100;100;100;41.7;50;55;100;100;100;100;100;100;100;28.6;60;100;100;33.3;33.3;100;100;61;47.4;28.6;40;52.4;100;100;42.9;100;100;100;100;100;50;100;25
d1hyua3;100;100;100;100;100;100;100;55.6;28.6;61.5;50;42.9;35.3;100;30;100;100;100;100;100;59.3;100;100;35.7;55;23.1;100;100;50;41.2;100;100;100;100;100;100;100;100
d1a8ya2;20;100;40;30.8;45;16.7;30.8;100;56.4;40;100;100;22.2;35.3;100;100;65.5;100;100;100;100;0;100;100;44.4;60;40;100;100;45.4;58.6;22.2;11.1;100;100;46.7;52.9;33.3
d1m2da_;12.5;100;100;100;65.5;60;50;25;100;100;100;100;25;62.5;28.6;60;100;100;100;100;100;22.2;25;50;100;100;51.8;33.3;26.7;100;50;100;1;100;100;53.3;100;100
d1wjka_;100;21.4;58.6;100;46.2;100;62.5;38.5;48.2;100;100;56.2;27.3;100;100;100;100;100;100;100;42.9;100;28.6;100;100;11.1;100;100;47.4;42.9;55;100;100;63.6;63.6;46.2;44.7;52.9
d1eema2;52.9;40;46.7;100;100;57.1;50;100;50;100;35.7;50;60.7;100;42.9;100;64.9;53.8;100;100;100;100;56.5;100;60;55.6;100;100;100;100;100;46.2;100;100;100;100;100;16.7
d2b5ea2;38.5;100;44.4;50;56;58.8;100;100;45;100;14.3;37.5;100;100;43.8;100;43.8;100;100;100;59.1;100;60.9;100;62.2;53.3;20;50;100;25;0;100;100;100;100;100;100;100
