d1hyua4;40;100;0;100;42.9;52.6;45.4;28.6;44.4;100;28.6;100;100;100;41.7;100;100;38.5;0;46.4;52.9;61.7;100;100;100;100;100;42.9;100;100;100;62.4;100;100;55.1;0;56.2;100
d1t1va_;50;100;0;100;100;100;100;100;100;100;100;45;100;100;22.2;100;100;50;100;100;100;12.5;100;38.5;46.2;28.6;57.6;12.5;100;47.1;100;25;100;100;100;100;100;42.9
d1k0da2;100;100;100;100;41.7;50;56.2;100;100;100;100;100;100;100;28.6;60;100;100;33.3;33.3;100;100;61;47.4;28.6;40;52.4;100;100;42.9;100;100;100;100;100;100;100;33.3
d1r5pa_;48.9;100;100;100;100;100;45.4;100;100;100;0;47.4;100;0;100;100;100;14.3;63.1;100;100;100;12.5;20;44.4;100;100;100;100;42.9;53.3;100;28.6;47.6;0;52.3;100;100
d1jlwa2;100;41.7;22.2;37.5;100;100;47.4;64.7;60;47.4;100;40;54.6;100;100;100;100;100;64.7;100;100;100;38.5;57.1;59.1;16.7;45.4;100;100;45.4;33.3;44.4;43.8;100;100;100;100;100
d2fnoa2;53.3;33.3;100;37.5;100;33.3;100;44.4;22.2;41.2;42.9;100;100;100;54.6;42.9;36.4;100;22.2;16.7;100;100;100;33.3;100;20;100;100;100;100;100;40;33.3;100;100;100;100;100
d1abaa_;39.1;100;30;100;60;100;27.3;52.2;50;57.8;100;100;100;28.6;42.9;64.3;64.3;100;100;30;50;100;62.7;100;100;100;100;100;100;100;0;44.4;100;37.5;100;52.6;20;0
d2fa8a1;56.5;37.5;29.4;100;56.2;100;62.2;100;33.3;100;100;51.8;100;100;100;33.3;47.4;46.2;100;54.6;52.9;58.3;100;100;100;25;42.9;100;100;100;100;100;100;100;100;100;100;100
d1k0ma2;100;100;100;100;30.8;23.1;100;36.4;100;30.8;53.1;60.7;100;56;100;33.3;31.2;100;100;100;100;100;100;100;100;100;100;56;100;60;100;56.1;50;100;100;100;100;100
d1nhoa_;100;54.6;100;100;47.8;56.8;100;100;100;47.6;54.8;33.3;59.6;100;100;100;100;100;100;14.3;100;11.1;52;63.2;45.7;51.8;100;100;35.7;48.2;56;100;100;67.3;48.8;100;31.6;50.6
d1r5aa2;38.5;56.2;20;100;100;100;100;40;100;41.2;100;100;56.2;100;100;100;100;100;100;100;100;55.8;100;60;20;42.9;100;60;64.3;54;33.3;28.6;100;100;100;100;100;100
d1egoa_;30;100;53.8;100;100;100;38.5;100;100;100;100;28.6;100;53.3;100;100;100;100;100;100;62.8;100;0;100;14.3;58.2;100;41.7;100;55.3;25;38.1;14.3;59;44.4;100;45;100
d1s3aa1;100;56.2;100;100;50;100;100;56.5;100;100;0;100;100;45.4;100;100;100;8.3;50;100;45;100;100;100;50;100;100;50;58.8;100;100;100;100;100;30;100;27.3;100
d1okta2;0;100;50;100;100;100;45.4;100;44.4;50;41.2;100;50;37.5;100;100;37.5;100;39.1;20;48;25;60.7;100;41.7;48.2;100;100;100;100;100;0;100;100;37.5;66.7;100;100
d1fo5a_;54.2;37.5;100;40;100;12.5;56.2;100;27.3;54.6;100;35.7;100;100;100;25;100;100;33.3;100;100;52.3;50;52.4;43.8;57.6;22.2;100;100;49.2;100;100;100;100;43.3;100;53.8;46.9
d1xw6a2;50;100;50;100;100;50;35.7;100;20;100;53.3;100;100;50;100;100;100;100;100;46.7;45.2;100;100;100;100;100;12.5;100;45.8;41.7;100;100;40;100;100;100;100;52.2
d2gsta2;50;100;53.8;100;100;50;31.6;100;20;100;100;100;100;44.4;100;100;100;100;100;28.6;45.2;100;22.2;100;100;100;25;100;48.3;41.7;100;100;100;100;100;100;100;100
d3gtub2;42.9;100;45;56.2;100;100;42.1;100;100;100;47.1;0;100;50;100;100;100;28.6;59.1;100;50;55;100;100;100;0;25;100;48.3;100;100;50;100;100;100;100;25;100
d1gsua2;25;100;100;52.9;0;0;33.3;36.4;20;100;100;100;0;20;0;100;100;100;100;28.6;46.2;100;44.4;100;59.7;100;100;100;48.3;41.7;100;44;100;37.5;100;100;100;100
d2c4ja2;50;100;50;58.8;100;50;36.8;100;20;100;100;100;100;50;50;100;100;100;100;100;45.2;100;33.3;100;100;100;25;100;48.3;41.7;100;48;40;100;100;100;100;52.2
d1jlva2;53.3;52.2;42.9;100;100;100;100;64.7;60;100;100;40;100;100;100;100;100;100;64.7;100;100;100;0;60.7;59.1;40;100;64.7;100;100;33.3;100;100;100;100;100;100;100
d1gnwa2;54.6;100;100;100;57.1;50;62.5;47.1;14.3;100;100;100;100;60.6;100;40;100;100;100;100;100;100;25;100;100;100;100;100;41.2;100;33.3;100;100;44.4;100;100;100;100
d1oyja2;60.9;100;55.2;100;100;100;100;100;100;100;100;100;53.2;100;100;60;100;100;50;25;100;100;25;100;36.4;100;100;100;50.7;100;50;100;100;100;100;100;100;25
d1gwca2;100;33.3;56.7;25;100;100;100;100;100;100;65.5;100;100;100;100;100;100;100;100;25;39.1;46.2;100;100;100;53.6;25;50;100;100;100;33.3;0;100;100;100;100;45.8
d1pn9a2;53.3;51.8;35.3;100;54.4;100;100;64.7;60;46.7;100;40;50;100;100;100;100;100;64.7;100;100;100;0;59.3;59.1;28.6;100;58.8;100;100;100;100;100;100;100;100;100;100
d1v2aa2;28.6;50;100;100;50;26.7;56.5;100;100;100;100;100;100;100;47.1;100;100;100;100;100;54.8;100;0;100;100;100;0;58.8;100;100;100;100;100;100;100;100;100;54.3
d1fw1a2;100;33.3;100;20;100;100;100;100;25;100;100;100;100;100;100;100;50;40;100;41.2;12.5;51.8;64.3;33.3;100;100;100;100;53.8;100;36.4;54.8;100;100;100;100;52.8;100
d1fova_;62.5;100;57.9;100;100;100;54.6;100;40.9;100;100;54.6;100;100;25;100;50;53.8;100;100;100;100;100;100;100;55.9;100;57.4;49;100;100;45.4;100;100;38.5;47.1;46.5;100
d1aw9a2;22.2;0;41.7;100;100;100;37.5;60;100;100;50;16.7;50;18.2;55.6;46.7;35.7;0;100;100;53.7;100;100;41.2;100;100;100;100;57.1;16.7;100;100;100;100;100;40;58.3;25
d1oe8a2;29.4;100;100;100;53.1;100;100;100;100;36.4;38.1;100;45.4;100;100;100;100;0;55;100;16.7;100;44.4;41.7;100;53.8;100;54.6;100;100;28.6;100;100;100;100;100;33.3;38.5
d1f2ea2;22.2;100;40.9;46.2;27.3;100;100;57.1;100;36.4;100;48.5;33.3;56.2;100;100;50;0;100;33.3;100;16.7;38.5;48.3;16.7;100;100;14.3;41.7;100;100;100;100;100;100;100;100;100
d1pmta2;100;100;100;100;25;100;100;100;46.7;100;0;100;54.6;100;100;100;63.3;0;100;100;44.4;100;40;100;100;100;40;100;37.5;100;100;41.2;100;100;100;0;100;100
d1n2aa2;27.3;100;50;100;33.3;100;0;33.3;100;100;50;100;100;20;100;100;100;100;56.5;100;100;100;33.3;100;100;54.6;33.3;33.3;0;52.4;100;100;100;100;50;100;50;38.5
d1axda2;53.8;28.6;41.7;100;100;100;100;100;100;100;100;100;100;57.1;53.8;40;100;100;100;100;57.7;100;52.2;0;42.9;100;53.3;100;52.4;100;100;36.4;100;100;100;40.6;100;100
d1fhea2;100;60;50;100;100;44.4;100;100;100;50;100;58.1;100;100;100;100;100;41.7;0;100;45.2;100;37.5;100;63.2;45.4;100;25;100;42.9;100;100;100;100;100;100;100;100
d2fhea2;46.7;20;100;27.3;11.1;100;61;100;100;50;100;46.2;100;100;36.4;100;100;30;0;100;44.4;30;40;100;100;50;100;25;100;50;100;100;100;100;100;100;100;100
d1e6ba2;100;100;40;37.5;100;50;0;100;100;44;100;100;100;100;100;52.9;45.4;100;35;100;22.2;46.2;20;100;20;100;29.4;100;55.1;100;100;57.1;41.2;100;0;100;50;47.6
d1duga2;50;16.7;100;52.9;100;100;14.3;40;100;100;100;52;100;50;40;100;100;100;27.3;100;46.5;100;52.6;100;45.4;100;100;0;30;100;100;100;100;100;100;100;100;40
d1ljra2;41.7;11.1;12.5;100;100;100;0;100;100;36.4;100;33.3;38.9;10;36.4;14.3;100;37.5;28.6;39.1;100;100;100;55.6;51.8;100;100;33.3;100;100;100;100;28.6;100;100;100;100;100
d1k3ya2;40;100;100;41.7;100;100;100;53.7;100;100;100;22.2;45.4;65.6;100;100;66.7;100;100;100;20;27.3;100;100;100;16.7;100;50;46.7;30;100;100;100;25;100;40;100;100
d1glqa2;100;100;25;16.7;55;100;100;100;100;100;40;30.8;100;100;100;100;100;60;100;33.3;100;45.4;100;100;100;62.1;25;100;100;36.4;100;0;100;100;50;100;25;100
d1ev4a2;43.5;30;100;100;54.4;100;100;57.1;100;53.6;100;100;100;50;22.2;100;20;100;100;100;57.6;100;0;100;100;100;25;58.6;100;100;100;100;100;53.8;100;40;100;100
d1ml6a2;38.5;53.8;100;100;50;100;100;58.7;100;57.1;52.9;33.3;100;52;22.2;100;40;100;100;100;100;100;100;100;100;100;12.5;59.7;100;100;100;100;100;53.8;100;40;100;100
d1b48a2;40;47.4;100;23.5;60;100;100;22.2;100;57.1;45;33.3;100;58.3;37.5;100;33.3;100;100;100;100;100;42.9;100;100;100;100;58.1;100;16.7;100;100;33.3;40;43.8;40;100;100
d1gula2;38.5;100;100;29.4;100;100;100;100;100;100;100;42.9;100;100;100;100;100;100;100;100;45;100;100;100;100;100;16.7;100;100;100;100;100;100;40;28.6;40;100;100
d1iloa_;100;50;35.3;100;100;100;100;100;100;100;45.8;47.1;100;100;100;100;100;100;100;100;100;100;41.7;35.7;56.5;100;100;100;100;100;59.6;54.8;100;100;100;12.5;100;100
d1tu7a2;100;100;100;52.9;100;100;33.3;100;100;100;100;64;16.7;100;100;53.8;100;100;100;100;33.3;37.5;100;100;100;100;100;44.4;53.3;100;100;44.7;100;58.8;12.5;100;100;50
d2a2ra2;100;16.7;25;16.7;100;100;41.2;100;100;100;100;100;100;100;100;100;100;0;22.2;100;100;54.6;100;100;100;45.4;25;100;100;0;100;100;100;100;100;100;100;100
d1tw9a2;100;41.2;55.6;50;100;100;100;100;41.7;50;100;100;100;44.4;100;100;100;100;56.5;100;44.4;48.3;100;100;52.9;28.6;100;100;100;50;35.7;100;60.3;56.5;100;100;100;100
d1m0ua2;100;100;64.7;100;100;100;100;100;100;42.9;100;100;100;100;50;100;100;100;100;100;28.6;100;100;33.3;100;100;100;100;100;100;100;100;33.3;100;16.7;40;50;100
d2gsra2;100;38.9;25;52.9;55.3;55.3;52.2;100;100;100;100;100;100;100;100;100;100;54.6;100;100;63.2;45.4;100;37.5;56.2;36.4;25;100;100;56.1;100;11.1;100;100;100;100;100;100
d1h75a_;41.7;33.3;100;100;35.7;100;100;52.4;25;100;100;100;38.5;100;54.6;100;100;42.3;100;100;100;100;40;100;100;100;58.8;100;50;100;41.7;100;42.9;54.2;100;47.8;100;42.9
d1g7oa2;100;42.9;100;65.2;100;22.2;11.1;33.3;41.7;100;100;0;57.1;100;100;100;100;59.3;100;43.8;50;100;100;0;30;100;33.3;100;52.2;100;100;100;100;100;53.8;100;50;56.2
d1nhya2;0;100;100;43.5;41.7;41.7;42.9;100;100;100;100;100;100;100;25;56.2;100;34.6;100;100;100;0;25;28.6;100;33.3;100;100;57.1;100;100;59.1;100;100;100;100;33.3;100
d1pd212;100;100;52.4;100;100;100;100;100;100;100;100;25;100;44.4;100;55.6;55.6;28.6;100;14.3;46.2;100;47.1;100;100;100;100;100;100;100;100;100;100;62.1;100;100;22.2;100
d2gsqa2;27.3;100;100;100;100;30;53.3;33.3;100;100;100;100;28.6;100;100;100;35.7;100;100;100;27.8;100;100;100;100;100;100;50;100;37.5;100;100;100;100;52.6;42.9;100;0
d1ttza_;36.8;100;100;50;42.9;65.7;50;100;100;22.2;100;16.7;41.7;100;36.4;100;100;100;100;36.4;100;100;33.3;100;100;100;54.2;100;100;100;100;100;100;100;100;100;100;100
d2cvda2;100;100;50;100;100;100;100;100;44.4;100;100;22.2;100;44.4;100;50;55.6;38.5;100;52.4;41;100;100;100;100;100;100;100;100;46.7;22.2;100;100;62.1;52.9;100;100;100
d1nm3a1;100;25;100;100;100;100;100;100;100;42.9;100;41.2;100;54.8;52.2;53.3;38.5;58.3;0;100;100;100;100;61.8;45.8;100;100;33.3;44.4;100;100;100;100;100;40;100;45.8;100
d1r7ha_;42.9;100;100;100;100;100;55.6;100;100;47.1;100;100;56.2;100;100;100;100;100;100;14.3;47.8;50;33.3;41.7;100;54.6;100;25;100;100;40;100;100;100;35;100;52.9;30.8
d1rk4a2;100;100;100;100;30.8;23.1;100;36.4;100;30.8;53.1;44.4;100;60;100;44.4;100;100;100;100;100;100;100;100;50;100;100;45.7;100;100;100;100;50;100;100;100;100;100
