d1okra_;35.5;5.6;5.9;12.5;39.6;25;48.8;29.7;28.6;34;36.7;48.8;29.2;11.1;40.5;37.5;38.5;34.4;30.3;15.7;26.7;35.9;38.9;37.1;44.3;25;37.1;38.3;18.8;13.3;14.3;12.5;40.5;36.4;33.3
d1bm9a_;21.1;0;38.1;28.6;48.6;31.8;28;28.6;40.4;21.4;35.9;21.4;29.4;34.5;30.8;40;44.4;0;33.3;0;40.7;14.3;41.7;43.4;44.6;33.3;41.1;40.9;44.2;41.9;38.2;16.7;33.3;0;34.6
d1v3fa_;29.4;43.3;39.5;11.1;35.7;27.6;39.4;30.3;36.1;33.3;9.1;0;36.4;53.8;37.5;15.4;36.7;40.8;35.7;27.8;20;38.1;33.3;0;25;0;40.9;45.5;20;29.6;34.6;35.9;35.7;33.3;27.3
d1wj5a_;42.2;35.5;33.3;17.6;31.7;42.6;23.5;36.1;33.3;0;34.3;16.7;13.3;41.7;42.4;46.4;30.6;40.2;22.2;35.7;25;38.6;31.6;54.7;43.4;20;28.6;44.4;0;35;29.6;0;20;31.6;26.7
d2nrac2;25;25;33.3;8.3;42.5;31.8;13.3;35.5;38.9;11.1;17.4;46.6;30;33.3;32.3;33.3;33.3;28.6;36.4;21.4;35.3;47.1;26.1;32.7;32.1;36;23.5;25.8;14.3;9.1;21.1;12.5;22.2;33.3;35.7
d1w7pd2;29.2;14.3;14.3;32.1;18.8;31.4;29.3;39;26.7;33.3;39.6;33.3;34.4;20;37.3;12.5;40.5;34.2;27.8;32.3;0;35;31.2;28;16.7;26.3;41.4;34.8;11.1;40.5;27.3;28.6;23.1;31.8;20
d2csoa1;27.3;33.3;23.1;30;38.5;41.9;37;37.5;23.8;20;40;16.7;0;27.3;37;40;28.6;26.7;37.8;32.4;16.7;30;42.9;30.8;33.3;28.6;15.4;29.4;33.3;0;31.6;18.2;36;36;21.4
d2frha1;27.8;44.4;34.1;29.2;39;0;38.3;36.4;43.6;37;35.1;40;31.2;10;40.2;31.2;40;21.7;42.9;50;27.3;21.4;7.7;26.1;31;0;38.5;0;50;20;7.1;27.8;12.5;38.2;51.9
d1hsja1;35.2;33.3;33.3;20;38.1;36.6;37.1;34.3;44.4;31;35.9;36;35.5;37.8;30.7;36.2;36.5;35.2;35.3;39.2;22.2;23.1;15.4;38.2;12.5;51.4;12.5;42.6;25;31.8;30;30;27.6;40.5;27.3
d1pp7u_;40;30;40;33.3;39.4;41.7;31.2;20;42.9;32.3;18.2;33.3;21.1;25;40;30.8;23.1;22.2;38.1;11.1;35;0;14.3;30.4;38.5;30;36.6;33.3;39.3;37;35.7;34.8;35.3;23.1;20
d1yyva1;37.5;30;14.3;0;36.9;51.9;23.8;40.6;16.7;45.6;37.1;38.3;46;41.2;37.5;44.4;42.9;38.1;38.5;20;27.8;38.9;37.5;30.8;45.5;29.9;27.3;39.8;16.7;15;22.7;18.8;46.7;33.3;30.8
d2esha1;39.4;33.3;44.2;22.2;48.7;18.2;32.4;42.9;31.2;35;35.7;39.6;25;11.1;11.1;5.9;44;22.2;28.6;11.1;31.2;14.3;0;38.1;37.6;37.5;31.2;37.3;33.3;37.5;21.1;35;47.5;32;25
d1fnna1;23.8;36.8;43.6;46.2;27.8;18.2;25;38.8;25;21.1;16.7;17.6;20;20;20;36.8;31.2;28.6;16.7;7.1;34.6;29.4;16.7;28.6;25;39.4;27.8;7.1;18.2;15.4;34.8;44.8;25;44.8;15.4
d1t98a1;37.8;25;35.6;35.9;40;11.1;11.1;26.1;35.3;42.9;26.1;15.8;10;25;40.6;37;30;26.1;33.3;36.2;29.6;0;12.5;39.6;20;14.3;39.3;35.7;25;29.3;27.3;0;28;11.1;16.7
d1awca_;22.2;31.6;14.3;47.8;31.6;10;40;35;22.2;29.4;11.1;37;36.4;44.4;0;28.6;16.7;28.6;16.7;18.2;28.6;35.1;46.2;23.5;11.1;21.4;25;10;19.8;18.2;39.3;26.7;31.2;20;28.6
d1fp1d1;42.1;43.2;46.2;44.4;11.1;33.3;16.7;38.9;34.4;25;23.1;45.2;38.2;0;25;14.3;33.3;34.5;39.1;27.3;35.7;36.4;47.4;35.3;51.2;16.7;33.3;36.7;16.7;25;23.1;29.4;29.4;41.7;30
d1oywa1;37.1;31.2;22.2;15.4;41.2;16.7;37.8;35.3;16.7;37.5;37.8;50;25;12.5;31.6;48.2;33.3;25;14.3;35.5;0;23.1;27.8;0;0;35.3;36.2;41.2;36.4;23.1;29.4;28.6;23.1;29.4;0
d1w5sa1;39.5;48.2;41.7;31.8;20;23.1;25;21.4;50;0;14.3;25;31.6;16.7;18.2;30;40;25;40;16.7;11.1;19;42.4;20;38.5;38.5;8.3;33.3;0;28.6;10;30.8;33.3;38.5;38.5
d1uhwa_;42.9;33.3;15.4;37;37.9;26.7;34.2;34;33.3;28.6;37.7;25.9;29.4;27.3;0;39.3;28.6;26.7;41.2;18.2;16.7;26.3;36.7;27.3;36;21.4;46.2;50;12.5;47.5;31.6;27.3;6.7;36;12.5
d2d1ha1;33.9;33.3;34.4;35;31.9;39.1;18.6;31;41.2;34.6;27.3;48.2;48.1;47.2;36.9;48.4;15;34.5;33.3;45.1;28;30.4;38.1;0;34.6;35;32.5;41.4;43.4;32.7;41.7;25;41.3;33.8;44.4
d1sfxa_;34.9;33.3;31.6;25;39.3;31.2;41.5;23.1;41.7;25.9;40.8;44.4;49;32.1;39.3;31.2;35.7;23.1;42.9;46.2;28.6;35.3;28.1;35.8;45.6;30.8;20;49.5;23.8;27.3;41.2;42.1;45.3;7.7;23.1
d2irfg_;28.6;38.5;0;23.5;23.1;32.4;32;48.3;12.5;31.2;11.1;45.5;45;44.8;39.1;50;46.7;40;38.9;0;0;33.3;14.3;41.2;0;25;25;0;31.2;46.7;0;35.3;0;11.1;38.8
d1u2wa1;35;21.4;37.2;8.3;39.4;18.2;34.1;38.5;21.4;43.6;15.4;42.3;0;35.7;41.8;23.5;40;40;0;26.3;36.8;30;0;26.5;36.4;35.7;28.1;27.6;42.9;41.5;39;20;30;44.4;14.3
d1z7ua1;47.1;37.5;35.4;8.3;8.3;28.6;0;25;45.5;42.9;36.1;32.4;36.8;43.2;44.7;37.5;22.2;43.1;42.1;43.4;29.7;43.9;32.3;28.6;46.7;30.5;38.9;40.4;33.3;32.8;44;31.2;47.3;22.2;34.4
d1kyza1;42.1;47.1;38.1;30;33.3;30;44.8;41.2;33.3;46.2;30;40.6;17.6;33.3;30.4;23.1;30;16.7;22.2;47.1;25;47.1;40.7;35.5;36.8;0;11.1;47.6;27.3;39.1;34.8;43.3;0;34.8;40
d2pi0a1;0;14.3;14.3;41.7;38.5;28.6;0;31.6;33.3;26.1;14.3;28.6;35.7;14.3;33.3;36.8;38.7;36.8;36.4;0;35.7;30.3;42.9;33.3;25;50;20;14.3;37.1;23.5;44.7;31.6;36.4;20;32.4
d1hksa_;23.1;27.3;40;45.5;34.3;43.3;33.3;12.5;0;27.3;43.8;25;20;28.6;27.3;13.3;23.1;29.4;28.6;26.7;33.3;37.5;30.8;14.3;31.6;0;40.9;41.2;44.8;14.3;34.8;18.2;27.3;28.6;14.3
d1if1a_;12.5;33.3;12.5;30.8;30.6;34.8;26.3;10;22.2;21.4;11.1;41.7;40;38.5;41.4;30;0;42.1;50;0;22.2;45.5;0;27.8;0;14.3;25;30;45;27.3;36.8;29.4;28.6;39.1;37
d2gmga1;36.9;34.5;29.2;30;19;38.5;12.5;36.7;22.2;25;0;37.8;29.4;41.2;39.3;35.3;25;0;12.5;20;25.8;8.3;0;37.5;34.1;8.3;16.7;43.8;22.2;33.3;44.9;40.6;30.8;20;23.1
d1xmaa_;40;35.5;38.6;20;47.6;12.5;41.8;45.7;35;30;42.3;46.3;25;50;47.9;26.7;39.4;44.4;34.4;34.2;16.7;38.5;37.6;34.6;0;33.3;27.3;40;32.1;35.1;25;30.8;34.8;38.7;42.5
d1repc2;32.4;30;0;15.4;35.7;21.4;33.3;31.2;33.3;30;28;25.7;31.2;34.8;12.5;0;35.7;10;40;50.9;14.3;25;35.7;47.4;25;33.3;14.3;37.5;29.6;11.1;30;0;22.2;23.1;38.5
d2fswa1;32.8;30.6;42.6;33.3;33.3;30.8;27.3;32;16.7;34.8;43.3;45.9;50;48.7;48;30;9.1;34.3;21.4;16.7;26.3;30;37.5;35;33.3;0;23.5;39.3;41.9;17.4;47;36.4;43.2;16.7;43.8
d1k78b_;11.1;46.2;40;48.6;42.9;9.1;20;28.6;22.2;27.3;25;32;37.5;35.7;0;35.7;40;43.5;29.4;0;31.6;40.5;39.4;27.3;33.3;40.6;27.3;33.3;19.8;0;35.7;33.3;25;29.4;32.1
d1fp2a1;0;33.3;34.5;27.8;32.4;25;42.4;25;14.3;31.6;14.3;40.4;36.6;31.6;28;39.5;28.6;38.3;25;36.7;25;48.4;37.3;19;23.1;0;35.7;41.8;31.4;37;37.9;15.4;39.4;33.3;21.4
d2bgca1;11.1;41.2;40.9;31.2;35;11.1;20;12.5;28.6;0;11.8;23.5;16.7;21.2;35.6;36;16.7;23.5;40;18.8;28.6;12.5;23.5;15.4;47.7;30;57.1;36.8;11.8;44.8;33.3;32;33.3;28.6;40
d1t0fa1;37.5;35.3;9.1;28;43.2;0;43.1;20;9.1;34.8;31.2;37.5;32;27.3;29.4;20;37.5;38.2;27.3;30.4;33.3;37.5;25;17.6;48.4;22.2;18.2;29.6;21.4;30.3;25;33.3;33.3;32.1;12.5
d2foka3;30.6;30;29.4;10;40;27.5;23.1;35.6;27.3;0;24.2;36.4;36.4;25;33.3;30.8;33.3;33.3;13.3;32.5;31.2;36.6;31.2;32.5;27.3;23.5;0;33.3;22.2;36.8;46.6;16.7;26.3;34.5;18.8
d1foka3;30.6;30;29.4;10;40;27.5;23.1;35.6;27.3;20;24.2;36.4;36.4;25;33.3;30.8;25;33.3;13.3;41.9;41.4;36.6;31.2;32.5;27.3;23.5;0;11.1;22.2;36.8;46.6;16.7;26.3;34.5;18.8
d1v4ra1;40;42.9;27.6;0;31;20;18.8;48.6;33.3;36.4;7.1;29.6;42.3;33.3;0;26.3;38.1;33.3;40;39.3;44.2;45.8;36.1;45.3;0;50;0;38.5;28.6;37.3;39;30.4;0;20;35.3
d1ub9a_;36.1;20;37.8;37.5;39.1;40;37.5;45;11.1;38.7;39.3;42.7;45.7;47.8;41.1;11.1;32.1;38.8;23.1;42.4;34.8;33.3;37.3;41.4;40;39.3;30.6;0;26.1;37.9;10;33.3;26.1;9.1;23.1
d1ka8a_;28.6;43.8;33.3;37;25;17.6;33.3;33.3;12.5;18.2;47.6;0;14.3;38.5;50;28.6;30;8.3;40;40;42.9;30;39.1;47.1;28.6;25;37.5;30.8;30;44.1;47.2;0;52.6;42.9;36.4
d1zh5a1;29.8;43.8;33.3;39.6;23.1;35.3;19;25.9;26.7;46.7;10;11.1;0;25;44.9;14.3;26.7;30.4;25;41.9;30.4;33.3;20;21.7;41.7;16.7;20;42.9;20;11.1;37.5;22.2;0;28.8;0
d2c6ya1;12.5;38.1;9.1;44.4;41.2;23.1;20;43.5;38.5;28.6;50;27.3;40.9;20;45.8;31.6;40;46.2;37.5;33.3;27.8;30.8;16.7;23.5;36.4;12.5;14.3;36.4;30;33.3;25;16.7;42.4;18.2;25
d1flia_;22.2;44;14.3;16.7;0;23.1;0;40;22.2;18.2;36.4;30.8;30.8;42.1;35.7;16.7;36.4;43.5;47.4;0;44.4;51.5;33.3;21.4;36;37.5;30;16.7;18.8;0;35.7;22.2;25;37.9;30.6
d1r1ta_;24.6;38.5;36.4;45.2;39.8;16.7;27.8;35.4;28.6;24.4;23.1;23.8;20;23.1;38.5;33.3;35;26.3;42.9;28.6;8.3;15;11.1;36.8;0;39.1;0;35.8;23.1;25;30;22.2;14.3;31.6;33.3
d2stta_;33.3;46.2;35;11.1;36.8;9.1;20;37.5;22.2;31.2;41.2;32;27.3;35.7;0;28.6;25;43.5;29.4;0;31.6;40.5;39.4;27.3;33.3;40.6;27.3;33.3;19.8;0;35.7;33.3;25;29.4;32.1
d1bjaa_;34.6;38.7;34.6;23.1;12.5;20;37.5;40;12.5;28.6;42.4;22.2;40.9;44.4;26.1;36.4;46.3;44.3;38.5;35.5;39.1;26.7;10;36.2;20;35.1;25;23.8;42.9;22.2;28.2;26.5;38.7;36;27.3
d1w4ma_;27.3;33.3;23.1;0;38.5;26.7;37;37.5;23.8;20;40;16.7;11.1;27.3;0;40;28.6;26.7;37.8;32.4;16.7;33.3;36.7;30.8;25;28.6;15.4;29.4;33.3;0;31.6;18.2;0;36;21.4
d2hzta1;38.3;27.6;44.4;0;22.7;0;25;29.6;0;5.9;31.4;22.9;30;40;52.5;38.9;31.2;35.7;33.3;36.8;41.5;35.3;40.6;43.5;0;24.7;37.7;43;34.5;10.5;42.9;23.1;35.3;0;15.4
d1d5va_;48.4;20;40;36.8;41.2;23.1;37;30;14.3;41.2;16.7;33.3;0;13.3;31.2;29.2;21.4;31.6;40;33.3;0;40;37.5;36.8;31.6;0;25;50;25;11.1;28.6;41.2;31.6;28.6;0
d1r1ua_;20.3;12.5;38.1;31.2;22.2;38.5;32.9;34.2;25;20.7;37.5;21.7;39.3;36.4;33.3;8.3;0;31.2;33.3;44.8;0;37.5;18.2;17.2;26.7;30.4;25;32.8;29;27.8;26.9;21.9;20;15.8;16.7
d1wwxa1;25;39.3;28.6;43.5;40.9;25;0;26.7;0;18.2;40;36.8;25;31.6;35.3;12.5;16.7;47.1;37.5;35;0;47.1;18.2;21.1;41.5;10;16.7;16.7;18.8;30;33.3;37.5;31.2;48.7;28
d1tbxa_;37.8;30.4;29.7;34.6;38.2;28.6;41.8;22.2;22.2;45.7;43;50.8;23.5;31.8;32.9;35.3;28.6;32.6;36.4;39.7;38.9;25;30.8;33.3;32.4;34.8;38.9;20;11.1;43.6;20;44;33.3;0;0
d1u5tb1;0;33.3;11.1;36.4;29;38.8;23.5;18.2;26.7;25;26.3;27.6;46.8;20;38.9;32;25;35.1;37.8;36.4;0;36.8;18.2;10;43.6;42.1;25;33.3;11.1;33.3;31.6;25;34.5;35.7;30
d1fsha_;40;25;28.6;21.4;48;16.7;28.6;20;41;17.6;33.3;33.3;33.3;46.7;0;27.3;28.6;27.3;21.9;27.3;23.1;22.2;33.3;27.8;40;20;0;29.2;30.4;27.8;41.2;35.7;29.4;37.5;42.9
d1bc8c_;21.1;31.6;14.3;33.3;9.1;37.1;16.7;38.6;20;31.2;23.1;36.8;27.3;23.1;38.7;30;26.7;39.1;36.4;26.9;11.1;39.3;33.3;43.4;32.1;41.9;22.2;26.1;0;33.3;42.9;16.7;38.9;28.6;27.4
d2hfha_;27.3;20;12.5;20;35.3;50;30.8;38.5;40;16.7;37.9;30.8;27.3;18.2;40;0;0;30.3;40;33.3;0;30;36.4;33.3;30;40;31.6;28.6;10;35;23.5;21.4;22.2;33.3;30
d2pg4a1;37.7;41.4;32.3;16.7;28.1;14.3;37.7;42.1;11.1;42.1;34.4;41.3;44.1;42;39.5;52.4;0;32;27.3;36.7;30;41.9;22.2;42.6;43.9;33.3;30.4;31.2;16.7;28.6;36.4;28.6;42.1;14.3;28.6
d1s29a_;41.4;30;25;37.1;42.9;38.2;8.3;20;12.5;20;34.3;30.8;41.7;35.7;10;42.9;29.4;37;16.7;27.8;37.1;33.3;26.3;37.5;21.4;39.5;16.7;45.5;15.4;27.8;29.2;40.7;43.5;27.6;16.7
d2htsa_;12.5;29.2;33.3;16.7;0;25;50;25;26.7;25;32.3;26.9;15.4;23.5;23.1;33.3;28.6;33.3;0;0;27.3;20;15.4;0;0;33.3;0;33.3;40.4;40;0;28.6;34.9;16.7;33.3
d1usta_;16.7;40;27.3;23.1;40.6;25;8.3;37.5;35.7;0;20;45.8;37.5;33.3;35.5;37;33.3;18.2;40.7;11.1;36.4;30.8;35.5;20;35.1;37.5;35.3;14.3;38.1;25;48.6;36.8;20;34.8;25
d1qzza1;25;26.7;18.2;0;47.6;28.6;23.1;37;18.2;16.7;18.8;18.2;36;15.4;18.2;34.6;0;48.4;38.5;28.6;20;41.5;38.5;35.7;28.6;37.5;14.3;0;26.7;45.8;40;52.6;23.1;37.5;12.5
d1iuya_;24;15.4;48.6;33.3;30.6;41;33.3;34.2;21.4;35;45.5;35.3;14.3;29.4;33.3;29.2;37.8;38.2;29.4;38.3;20;14.3;18.2;38.9;50;27.3;32;20;23.1;37.5;41.7;49;11.1;18.8;14.3
