cdhit0400.n2.g0.cls;0.480000
cdhit0400.n2.g1.cls;0.480000
cdhit0405.n2.g0.cls;0.474576
cdhit0405.n2.g1.cls;0.474576
cdhit0410.n2.g0.cls;0.471910
cdhit0410.n2.g1.cls;0.471910
cdhit0415.n2.g0.cls;0.466667
cdhit0415.n2.g1.cls;0.466667
cdhit0420.n2.g0.cls;0.464088
cdhit0420.n2.g1.cls;0.464088
cdhit0425.n2.g0.cls;0.464088
cdhit0425.n2.g1.cls;0.464088
cdhit0430.n2.g0.cls;0.464088
cdhit0430.n2.g1.cls;0.464088
cdhit0435.n2.g0.cls;0.459016
cdhit0435.n2.g1.cls;0.459016
cdhit0440.n2.g0.cls;0.459016
cdhit0440.n2.g1.cls;0.459016
cdhit0445.n2.g0.cls;0.459016
cdhit0445.n2.g1.cls;0.459016
cdhit0450.n2.g0.cls;0.459016
cdhit0450.n2.g1.cls;0.459016
cdhit0455.n2.g0.cls;0.456522
cdhit0455.n2.g1.cls;0.456522
cdhit0460.n2.g0.cls;0.454054
cdhit0460.n2.g1.cls;0.454054
cdhit0465.n2.g0.cls;0.454054
cdhit0465.n2.g1.cls;0.454054
cdhit0470.n2.g0.cls;0.451613
cdhit0470.n2.g1.cls;0.451613
cdhit0470.n3.g0.cls;0.451613
cdhit0470.n3.g1.cls;0.451613
cdhit0475.n2.g0.cls;0.451613
cdhit0475.n2.g1.cls;0.451613
cdhit0475.n3.g0.cls;0.451613
cdhit0475.n3.g1.cls;0.451613
cdhit0480.n2.g0.cls;0.449198
cdhit0480.n2.g1.cls;0.449198
cdhit0480.n3.g0.cls;0.449198
cdhit0480.n3.g1.cls;0.449198
cdhit0485.n2.g0.cls;0.449198
cdhit0485.n2.g1.cls;0.449198
cdhit0485.n3.g0.cls;0.449198
cdhit0485.n3.g1.cls;0.449198
cdhit0490.n2.g0.cls;0.446809
cdhit0490.n2.g1.cls;0.446809
cdhit0490.n3.g0.cls;0.446809
cdhit0490.n3.g1.cls;0.446809
cdhit0495.n2.g0.cls;0.446809
cdhit0495.n2.g1.cls;0.446809
cdhit0495.n3.g0.cls;0.446809
cdhit0495.n3.g1.cls;0.446809
cdhit0500.n2.g0.cls;0.446809
cdhit0500.n2.g1.cls;0.446809
cdhit0500.n3.g0.cls;0.446809
cdhit0500.n3.g1.cls;0.446809
cdhit0505.n2.g0.cls;0.446809
cdhit0505.n2.g1.cls;0.446809
cdhit0505.n3.g0.cls;0.446809
cdhit0505.n3.g1.cls;0.446809
cdhit0510.n2.g0.cls;0.446809
cdhit0510.n2.g1.cls;0.446809
cdhit0510.n3.g0.cls;0.446809
cdhit0510.n3.g1.cls;0.446809
cdhit0515.n2.g0.cls;0.446809
cdhit0515.n2.g1.cls;0.446809
cdhit0515.n3.g0.cls;0.446809
cdhit0515.n3.g1.cls;0.446809
cdhit0520.n2.g0.cls;0.446809
cdhit0520.n2.g1.cls;0.446809
cdhit0520.n3.g0.cls;0.446809
cdhit0520.n3.g1.cls;0.446809
cdhit0525.n2.g0.cls;0.446809
cdhit0525.n2.g1.cls;0.446809
cdhit0525.n3.g0.cls;0.446809
cdhit0525.n3.g1.cls;0.446809
cdhit0530.n2.g0.cls;0.446809
cdhit0530.n2.g1.cls;0.446809
cdhit0530.n3.g0.cls;0.446809
cdhit0530.n3.g1.cls;0.446809
cdhit0535.n2.g0.cls;0.439791
cdhit0535.n2.g1.cls;0.439791
cdhit0535.n3.g0.cls;0.439791
cdhit0535.n3.g1.cls;0.439791
cdhit0540.n2.g0.cls;0.439791
cdhit0540.n2.g1.cls;0.439791
cdhit0540.n3.g0.cls;0.439791
cdhit0540.n3.g1.cls;0.439791
cdhit0545.n2.g0.cls;0.439791
cdhit0545.n2.g1.cls;0.439791
cdhit0545.n3.g0.cls;0.439791
cdhit0545.n3.g1.cls;0.439791
cdhit0550.n2.g0.cls;0.439791
cdhit0550.n2.g1.cls;0.439791
