uclust0100.w2.uc.cls;0.044299
uclust0100.w3.uc.cls;0.047797
uclust0100.w4.uc.cls;0.045948
uclust0100.w5.uc.cls;0.046775
uclust0105.w2.uc.cls;0.044299
uclust0105.w3.uc.cls;0.047797
uclust0105.w4.uc.cls;0.045948
uclust0105.w5.uc.cls;0.046775
uclust0110.w2.uc.cls;0.046247
uclust0110.w3.uc.cls;0.048825
uclust0110.w4.uc.cls;0.047374
uclust0110.w5.uc.cls;0.047374
uclust0115.w2.uc.cls;0.046247
uclust0115.w3.uc.cls;0.048825
uclust0115.w4.uc.cls;0.047374
uclust0115.w5.uc.cls;0.047374
uclust0120.w2.uc.cls;0.070376
uclust0120.w3.uc.cls;0.074616
uclust0120.w4.uc.cls;0.074960
uclust0120.w5.uc.cls;0.065302
uclust0125.w2.uc.cls;0.070376
uclust0125.w3.uc.cls;0.074616
uclust0125.w4.uc.cls;0.074960
uclust0125.w5.uc.cls;0.065302
uclust0130.w2.uc.cls;0.076285
uclust0130.w3.uc.cls;0.074878
uclust0130.w4.uc.cls;0.072818
uclust0130.w5.uc.cls;0.064664
uclust0135.w2.uc.cls;0.076285
uclust0135.w3.uc.cls;0.074878
uclust0135.w4.uc.cls;0.072818
uclust0135.w5.uc.cls;0.064664
uclust0140.w2.uc.cls;0.096577
uclust0140.w3.uc.cls;0.096390
uclust0140.w4.uc.cls;0.090701
uclust0140.w5.uc.cls;0.076332
uclust0145.w2.uc.cls;0.096577
uclust0145.w3.uc.cls;0.096390
uclust0145.w4.uc.cls;0.090701
uclust0145.w5.uc.cls;0.076332
uclust0150.w2.uc.cls;0.108503
uclust0150.w3.uc.cls;0.113096
uclust0150.w4.uc.cls;0.108449
uclust0150.w5.uc.cls;0.095027
uclust0155.w2.uc.cls;0.108503
uclust0155.w3.uc.cls;0.113096
uclust0155.w4.uc.cls;0.108449
uclust0155.w5.uc.cls;0.095027
uclust0160.w2.uc.cls;0.133508
uclust0160.w3.uc.cls;0.139953
uclust0160.w4.uc.cls;0.136032
uclust0160.w5.uc.cls;0.116259
uclust0165.w2.uc.cls;0.133508
uclust0165.w3.uc.cls;0.139953
uclust0165.w4.uc.cls;0.136032
uclust0165.w5.uc.cls;0.116259
uclust0170.w2.uc.cls;0.150355
uclust0170.w3.uc.cls;0.159913
uclust0170.w4.uc.cls;0.158672
uclust0170.w5.uc.cls;0.149370
uclust0175.w2.uc.cls;0.150355
uclust0175.w3.uc.cls;0.159913
uclust0175.w4.uc.cls;0.158672
uclust0175.w5.uc.cls;0.149370
uclust0180.w2.uc.cls;0.199617
uclust0180.w3.uc.cls;0.219027
uclust0180.w4.uc.cls;0.216009
uclust0180.w5.uc.cls;0.188445
uclust0185.w2.uc.cls;0.199617
uclust0185.w3.uc.cls;0.219027
uclust0185.w4.uc.cls;0.216009
uclust0185.w5.uc.cls;0.188445
uclust0190.w2.uc.cls;0.281448
uclust0190.w3.uc.cls;0.268673
uclust0190.w4.uc.cls;0.368092
uclust0190.w5.uc.cls;0.356931
uclust0195.w2.uc.cls;0.281448
uclust0195.w3.uc.cls;0.268673
uclust0195.w4.uc.cls;0.368092
uclust0195.w5.uc.cls;0.356931
uclust0200.w2.uc.cls;0.360168
uclust0200.w3.uc.cls;0.342488
uclust0200.w4.uc.cls;0.331155
uclust0200.w5.uc.cls;0.330264
uclust0205.w2.uc.cls;0.360168
uclust0205.w3.uc.cls;0.342488
uclust0205.w4.uc.cls;0.331155
uclust0205.w5.uc.cls;0.330264
uclust0210.w2.uc.cls;0.309557
uclust0210.w3.uc.cls;0.308028
uclust0210.w4.uc.cls;0.308775
uclust0210.w5.uc.cls;0.281650
uclust0215.w2.uc.cls;0.309557
uclust0215.w3.uc.cls;0.308028
uclust0215.w4.uc.cls;0.308775
uclust0215.w5.uc.cls;0.281650
uclust0220.w2.uc.cls;0.286038
uclust0220.w3.uc.cls;0.320368
uclust0220.w4.uc.cls;0.300749
uclust0220.w5.uc.cls;0.271580
uclust0225.w2.uc.cls;0.286038
uclust0225.w3.uc.cls;0.320368
uclust0225.w4.uc.cls;0.300749
